MAT,1,1,"ऐह यीशु मसीह री वंशावली हा जैड़ा अब्राहम रा वंश, दाऊद रै वंश रा थू। "
MAT,1,2,"अब्राहम थऊँ इसहाक पैदा भुआ, इसहाक थऊँ याकूब पैदा भुआ, याकूब थऊँ यहूदा अतै तसेरै भाई पैदा भुऐ। "
MAT,1,3,"यहूदा अतै तामार थऊँ फिरिस अतै जोरह पैदा भुऐ, फिरिस थऊँ हिस्त्रोन पैदा भुआ, अतै हिस्त्रोन थऊँ एराम पैदा भुआ। "
MAT,1,4,"एराम थऊँ अम्मीनादाब पैदा भुआ, अम्मीनादाब थऊँ नहशोन, अतै नहशौन थऊँ सलमोन पैदा भुआ। "
MAT,1,5,"सलमोन अतै राहब थऊँ बोअज पैदा भुआ, बोअज अतै रूत थऊँ ओबेद पैदा भुआ, (राहब अतै रूत गैर यहूदी थी) अतै ओबेद थऊँ यीशे पैदा भुआ। "
MAT,1,6,यिशै थऊँ दाऊद राजा पैदा भुआ। दाऊद थऊँ सुलैमान तैहा जनानी थऊँ पैदा भुआ जैड़ी पैहलै उरिय्याह री घरावाळी थी। 
MAT,1,7,"सुलैमान थऊँ रहबाम पैदा भुआ, रहबाम थऊँ अबिय्याह पैदा भुआ, अतै अबिय्याह थऊँ आसा पैदा भुआ। "
MAT,1,8,"आसा थऊँ यहोशाफात पैदा भुआ, यहोशाफात थऊँ योराम पैदा भुआ, अतै योराम थऊँ उज्जियाह पैदा भुआ। "
MAT,1,9,"उज्जियाह थऊँ योताम पैदा भुआ, योताम थऊँ आहाज पैदा भुआ, अतै आहाज थऊँ हिजकिय्याह पैदा भुआ। "
MAT,1,10,"हिजकिय्याह थऊँ मनश्शिह पैदा भुआ, मनश्शिह थऊँ आमोन पैदा भुआ, अतै आमोन थऊँ योशिय्याह पैदा भुआ। "
MAT,1,11,"फिरी इस्त्राएली जो गुलाम बणाई करी बेबीलोन देश लैई गाणै थऊँ पैहलै योशिय्याह थऊँ यकुन्याह, अतै तसेरै भाई पैदा भुऐ। "
MAT,1,12,"अतै गुलामी मन्ज बेबीलोन देश मन्ज यकुन्याह थऊँ शालतिएल पैदा भुआ, अतै शालतिएल थऊँ जरूब्‍बाबिल पैदा भुआ। "
MAT,1,13,"जरूब्‍बाबिल थऊँ अबीहूद पैदा भुआ, अबीहूद थऊँ इल्याकीम पैदा भुआ, अतै इल्याकीम थऊँ अजोर पैदा भुआ। "
MAT,1,14,"अजोर थऊँ सदोक पैदा भुआ, सदोक थऊँ अखीम पैदा भुआ, अखीम थऊँ इलीहूद पैदा भुआ। "
MAT,1,15,"इलीहूद थऊँ इलियाजार पैदा भुआ, इलियाजार थऊँ मत्तान पैदा भुआ, अतै मत्तान थऊँ याकूब पैदा भुआ। "
MAT,1,16,"याकूब थऊँ यूसुफ पैदा भुआ, जैडा मरियम रा घरावाळा थु, अतै मरियम थऊँ यीशु जैसिओ मसीहा भी बलदै हिन पैदा भुआ। "
MAT,1,17,"ऐस तरीकै अब्राहम थऊँ दाऊद तिकर चौदह पीढ़ी भूई, अतै दाऊद री पीढ़ी थऊँ इस्त्राएली मणु जो बेबीलोन देशा री गुलामी मन्ज पुजणै तक चौदह पीढ़ी, अतै बेबीलोन देश मन्ज गुलाम भूणै थऊँ मसीह तक चौदह पीढ़ी भूई। "
