MAT,1,1,"अब्राहम राज़ा दाऊदा रा बुज़ुर्ग ती, राज़ा दाऊदा, यीशु मसीह रा बुज़ुर्ग ती, होर ऐ सा यीशु मसीह रा खानदान। "
MAT,1,2,"अब्राहम इसहाका रा बापू ती, इसहाक याकूबा रा बापू ती, होर याकूब यहूदा होर तेइरै भाई रा बापू ती। "
MAT,1,3,"यहूदा पेरेस होर जेरह रा बापू ती; होर हेस्रोन पेरेसा रा बापू ती, होर तामार तिन्हरी आमा ती। "
MAT,1,4,"एराम अम्मीनादाबा रा बापू ती, अम्मीनादाब नहशोना रा बापू ती, नहशोन सलमोना रा बापू ती। (रूत 4:19-20) "
MAT,1,5,"सलमोन बोअज़ा रा बापू ती राहाब तेइरी आमा ती, बोअज़ ओबैदा रा बापू ती होर रूत तेइरी आमा ती, ओबैद यिशै रा बापू ती, "
MAT,1,6,"होर यिशै दाऊद राज़ा रा बापू ती, होर दाऊद राज़ा सुलैमाना रा बापू ती, ज़ो पैहलै ऊरिय्याह री लाड़ी ती।  "
MAT,1,7,"होर सुलैमान रहबामा रा बापू ती, रहबाम अबिय्याह रा बापू ती; अबिय्याह आसरा बापू ती, "
MAT,1,8,"आसा यहोशफाता रा बापू ती, यहोशफात योरामा रा बापू ती, होर योराम उज्जियाह रा बापू ती, "
MAT,1,9,"उज्जियाह योतामा रा बापू ती, होर योताम आहाजा रा बापू ती, होर आहाज हिजकिय्याहा रा बापू ती, "
MAT,1,10,"होर हिजकिय्याह मनश्शिह रा बापू ती, मनश्शिह आमोना रा बापू ती, होर आमोन योशिय्याह रा बापू ती। "
MAT,1,11,"फिरी इस्राइली बै गुलाम बणाईया बैबीलोन ज़ाणै न पैहलै योशिय्याह यकुन्याह, होर तेइरै भाई रा दादा ती। "
MAT,1,12,"बन्दी होईया बैबीलोन पुजणै न बाद यकुन्याह शालतियेला रा बापू ती, होर शालतियेल जरूब्बाबिला रा बापू ती, "
MAT,1,13,"जरूब्बाबिल अबीहूदा रा बापू ती, हो अबीहूद इलयाकीमा रा बापू ती, होर इलयाकीम अज़ोरा रा बापू ती, "
MAT,1,14,"अज़ोर सदोका रा बापू ती, सदोक अखीमा रा बापू ती, होर अखीम इलीहूदा रा बापू ती, "
MAT,1,15,"होर इलीहूद एलीआज़ारा रा बापू ती, होर एलीआज़ार मत्ताना रा बापू ती; मत्तान याकूबा रा बापू ती। "
MAT,1,16,"याकूब यूसुफा रा बापू ती, ज़ो मरियमा रा लाड़ा ती, मरियमै यीशु पैदा केरु ज़ो मसीह कहलाइया सा। "
MAT,1,17,"अब्राहमा न लेइया दाऊदा तैंईंयैं सैभ चौदह पीढ़ी हुई होर दाऊद न बैबीलोना बै बन्दी होईया पजाइणै तैंईंयैं चौदह पीढ़ी हुई, होर बंदी होईया बाबैला बै पजेरने रै बौगता न लेईया मसीह तैंईंयैं चौदह पीढ़ी हुई। "
MAT,1,18,"यीशु मसीह रै पैदा होंणै न पैहलै ऐ हुआ ती, कि ज़ैबै तेइरी आमा मरियमै री बौरनी यूसुफा सैंघै हुई, एथा न पैहलै कि ते लाड़ा लाड़ी बणिया सैंघै रौंहदै, सौ हाज़ी कुँआरी ती, पवित्र आत्मा सैंघै सुज़दी रौही। "
MAT,1,19,"तैबै तेसरै मंगेतरै यूसुफै ज़ो धर्मी ती होर तेसा बै लोका रै सामनै बदनाम नी ती केरना च़ाँहदा, तेसा बै च़ुप-चाप छ़ौड़नै रा विच़ार केरू। "
MAT,1,20,"ज़ैबै सौ इन्हां गैलै रै बारै न सोच़दा लागा ती ता प्रभु रा स्वर्गदूत तेइबै सुपने न हेरुइया बोलदा लागा, “ओ यूसुफ! दाऊद राज़ै रै खानदान, तू आपणी लाड़ी मरियमा बै आपणै औखै आणनै बै मत डौरदा, किबैकि ज़ो तेसरै पेटा न सा, सौ पवित्र आत्मै री धिरै न सा। "
MAT,1,21,"तेसा बेटा ज़ोंणना होर तू तेइरा नाँ यीशु रखेई, किबैकि तेई आपणै लोका रा तिन्हरै पापा न उद्धार केरना।” "
MAT,1,22,"ऐ सैभ किछ़ एथै री तैंईंयैं हुआ कि ज़ो वचन प्रभुऐ यशायाह भविष्यवक्तै रै द्वारा बोलू सा, सौ पूरा लोड़ी हुआ। "
MAT,1,23,"“हेरा, कुँआरी सुज़दी रौहणा होर एक बेटा ज़ोंणना, होर तेइरा नाँ इम्मानुएल रखिणा” (ज़ौसरा मतलब सा “परमेश्वर आसा सैंघै सा”)। "
MAT,1,24,"यूसुफै नींज़ा न उठिया, प्रभु रै स्वर्गदूतै रै हुक्मा रै मुताबक मरियमा बै आपणी लाड़ी होंणै री तैंईंयैं आपणै घौरा बै आंणी। "
MAT,1,25,होर ज़ाँ ढौई तेसै बेटै बै जन्म नी धिना सौ तेसा सैंघै नी सुता होर ज़ैबै तेसै बेटै बै जन्म धिना ता यूसुफै तेई शोहरू रा न यीशु रखू। 
MAT,2,1,"ज़ैबै हेरोदेस राज़ा यहूदिया प्रदेशा न राज़ केरदा लागा ती, तैबै बैतलैहम नगरा न यीशु रा जन्म हुआ। यीशु रै पैदा होंणै न किछ़ बौगता बाद पूर्व दिशा न कई ज्योतिषी लोका यरूश्लेम शैहरा न एज़िया पुछ़दै लागै। "
MAT,2,2,"“यहूदी रा राज़ा ज़ौसरा जन्म हुआ, सा कौखै सा? किबैकि आसै पूर्व दिशा न तेइरै जन्मा रा तारा हेरू सा होर आसै तेइरी आराधना केरदै आऐ सी।”  "
MAT,2,3,ऐ शुणिया हेरोदेस राज़ा होर यरूश्लेम शैहरा रै बोहू सारै लोका डौरै। 
MAT,2,4,"तैबै तेइयै यरूश्लेम शैहरा रै सारै मुख्यपुरोहिता होर शास्त्रियै न कठै केरिया पुछ़ू, “मसीह रा जन्म कौखै होंणा चेहिऐ ती?” "
MAT,2,5,"तिन्हैं तेइबै बोलू, “तेई बैतलैहमा शैहरा न पैदा होंणा,” ज़ो यहूदिया प्रदेशा न सा, “किबैकि भविष्यवाणी केरनु आल़ै मिकै बोहू पैहलै पवित्र शास्त्रा न लिखू सा: "
MAT,2,6,"“ ‘ओ बैतलैहमा रै लोको, ज़ो यहूदा देशा न सी, तू कौसी भी रीतियै यहूदै रै अधिकारी न होछ़ा नी ऑथि; किबैकि तो न एक राज़ा निकल़णा होर तेई मेरी प्रजा इस्राइलै री हेर शुण केरिया तिन्हरी अगुवाई केरनी।’ ” "
MAT,2,7,"तैबै हेरोदेस राज़ै च़ुप केरदै ज्योतिषी लोका शाधिया तिन्हां न पुछ़ू, कि तारा ठीक कैबै कुणी बौगतै पैहली बार हेरूआदा ती। "
MAT,2,8,"तैबै तेइयै ते ऐण्ढै बोलिया बैतलैहम नगरा बै भेज़ै कि, “ज़ाईया तेई शोहरू रै बारै न ठीक-ठीक पता केरा होर ज़ैबै सौ मिलला ता मुँभै खबर देइत् ताकि हांऊँ भी ज़ाइआ तेइबै प्रणाम केरनु।” "
MAT,2,9,"तैबै ज्योतिषी राज़ै री गैल शुणिया बैतलैहम शैहरा बै नौठै होर हेरा, ज़ो तारा तिन्हैं पूर्व दिशा न हेरू ती सौ फिरी तिन्हां आगै-आगै च़लू; होर ज़ौखै सौ शोहरू ती तेई घौरा हागै पुजिआ रुकु। "
MAT,2,10,"तेई तारै बै फिरी हेरिया ते बोहू खुश हुऐ, होर तारै रा पिछ़ा केरू। (लूका 2:20) "
